pos,year,track_ID,artist_names,track_name,genres,danceability,energy,speechiness,acousticness,liveness,valence,tempo
348,2021,2Q3jFbyE61mCjS3SkW4toJ,Drake,Race My Mind,[hip hop],0.49,0.64,0.26,0.18,0.16,0.78,174.07
349,2021,7F9cT6hIRhnFCYP6GKS0tf,Drake  Kid Cudi,IMY2 (with Kid Cudi),[hip hop],0.59,0.49,0.04,0.40,0.13,0.05,150.03
350,2021,2uFaJJtFpPDc5Pa95XzTvg,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,[pop],0.45,0.24,0.04,0.91,0.18,0.70,134.01
351,2021,27RYrbL6S02LNVhDWVl38b,John Lennon  Yoko Ono,Happy Xmas (War Is Over) - Remastered 2010,[rock],0.32,0.64,0.03,0.28,0.72,0.41,146.17
352,2021,54bFM56PmE4YLRnqpW6Tha,Billie Eilish,Therefore I Am,[pop],0.89,0.34,0.07,0.22,0.06,0.72,94.01
353,2021,6tjituizSxwSmBB5vtgHZE,Michael Bublé,Holly Jolly Christmas,[pop],0.65,0.47,0.04,0.87,0.09,0.70,151.25
354,2021,4so0Wek9Ig1p6CRCHuINwW,Bing Crosby  Ken Darby Singers  John Scott Trotter & His Orchestra,White Christmas,[pop],0.32,0.16,0.04,0.67,0.34,0.25,130.50
355,2021,3VvA1wSxukMLsvXoXtlwWx,Boza,Hecha Pa Mi,[latin],0.73,0.76,0.06,0.36,0.10,0.83,100.07
356,2021,2gbMPBrBVj3CuNTLp2dHYs,Kanye West,Off The Grid,[hip hop],0.55,0.64,0.37,0.04,0.14,0.63,137.73
357,2021,2CYVETnhM9aytqrazYYwrK,Taylor Swift,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),[pop],0.66,0.82,0.05,0.16,0.07,0.71,135.94
358,2021,5lAnYvAIkSDNXqfo7DyFUm,Doja Cat,Aint Shit,[pop],0.86,0.49,0.21,0.51,0.35,0.62,124.10
359,2021,08XWh5c0BMyD1nKVxxl91z,Drake  Tems,Fountains (with Tems),[hip hop],0.84,0.49,0.20,0.18,0.11,0.69,100.05
360,2021,3KdoeNlEN0BoAKWzaRLNZa,Lorde,Solar Power,[indie pop],0.74,0.47,0.10,0.27,0.32,0.90,87.97
361,2021,1q0PYXTbDsirp2l74ng6pn,J Balvin  Skrillex,In Da Getto,[latin],0.92,0.72,0.05,0.02,0.11,0.64,127.00
362,2021,1d7q712nXjG98HiwHk7HFS,J. Cole,a p p l y i n g . p r e s s u r e,[hip hop],0.70,0.76,0.31,0.08,0.31,0.40,83.09
363,2021,6KgtcmCF9Ky68XC7ezxl3s,Lizzo  Cardi B,Rumors (feat. Cardi B),[pop],0.83,0.73,0.09,0.13,0.42,0.61,118.99
364,2021,6AtZLIzUINvExIUy4QhdjP,Taylor Swift,I Knew You Were Trouble (Taylors Version),[pop],0.58,0.56,0.03,0.01,0.06,0.77,154.01
365,2021,6Xgq7MvZiet0hVi3KaDSgJ,Justin Bieber  Chance the Rapper,Holy (feat. Chance The Rapper),[pop],0.67,0.69,0.35,0.20,0.09,0.39,87.02
366,2021,0psS4i5YooJrXfDnGvWRLi,Billie Eilish  ROSALÍA,Lo Vas A Olvidar (with ROSALÍA),[pop],0.34,0.24,0.08,0.72,0.07,0.03,135.15
367,2021,2gQPv5jvVPqU2a9HhMNO1v,BoyWithUke,Toxic,[hip hop],0.59,0.61,0.36,0.84,0.46,0.69,179.63
368,2021,1PDP7mLiAMwhfmgIwzhOm2,Drake  Yebba,Yebba’s Heartbreak,[hip hop],0.48,0.16,0.04,0.97,0.11,0.09,119.61
369,2021,09gysnJpfQ3ublBmJDfcEC,Amaarae  Kali Uchis  Moliy,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),[R&B],0.87,0.52,0.06,0.43,0.11,0.32,110.02
370,2021,0D75ciM842cdUMKSMfAR9y,Selena Gomez  Rauw Alejandro,Baila Conmigo (with Rauw Alejandro),[pop],0.82,0.55,0.07,0.02,0.10,0.68,149.91
371,2021,50ceCGZ3oD3U5caQV5bP6f,Drake  Lil Wayne  Rick Ross,You Only Live Twice (with Lil Wayne & Rick Ross),[hip hop],0.52,0.85,0.29,0.12,0.18,0.71,123.82
372,2021,0GAyuCo975IHGxxiLKDufB,J. Cole  Bas  6LACK,l e t . g o . m y . h a n d (with Bas & 6LACK),[hip hop],0.58,0.63,0.28,0.51,0.20,0.52,89.81
373,2021,3jjBPF4NDMCU51psU8JPpR,Ariana Grande  Doja Cat  Megan Thee Stallion,34+35 Remix (feat. Doja Cat  Megan Thee Stallion) - Remix,[pop],0.88,0.66,0.30,0.21,0.23,0.73,109.99
374,2021,1SV1fxF65n9NhRHp3KlBuu,Paul McCartney,Wonderful Christmastime - Edited Version / Remastered 2011,[rock],0.77,0.51,0.03,0.32,0.07,0.77,94.74
375,2021,4n6NDfYake476trCjJRNl0,J. Cole  Bas,1 0 0 . m i l ‘ (with Bas),[hip hop],0.71,0.65,0.08,0.33,0.31,0.23,125.09
376,2021,1tkg4EHVoqnhR6iFEXb60y,Pop Smoke,What You Know Bout Love,[hip hop],0.71,0.55,0.35,0.65,0.13,0.54,84.00
377,2021,5YYW3yRktprLRr47WK219Y,Rochy RD  Myke Towers  Nicki Nicole,Ella No Es Tuya - Remix,[latin],0.59,0.61,0.29,0.39,0.65,0.96,97.04
378,2021,45bE4HXI0AwGZXfZtMp8JR,Tate McRae,you broke me first,[pop],0.67,0.37,0.05,0.79,0.09,0.08,124.15
379,2021,01K4zKU104LyJ8gMb7227B,Taylor Swift  Phoebe Bridgers,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),[pop],0.61,0.38,0.03,0.82,0.15,0.45,101.96
380,2021,496vIKS2INz840xZaKncvR,Adele,All Night Parking (with Erroll Garner) Interlude,[pop],0.73,0.50,0.17,0.67,0.19,0.31,127.99
381,2021,1HbA4N1MiOsPthALesGFR1,Shawn Mendes  Justin Bieber,Monster (Shawn Mendes & Justin Bieber),[pop],0.64,0.39,0.06,0.06,0.08,0.50,145.84
382,2021,2c6xRsQBv7pynuhYhWoHxo,Adele,Woman Like Me,[pop],0.59,0.37,0.17,0.75,0.13,0.33,145.60
383,2021,1Ov37jtRQ2YNAe8HzfczkL,Taylor Swift,Wildest Dreams (Taylors Version),[pop],0.58,0.67,0.06,0.04,0.13,0.50,140.06
384,2021,3yII7UwgLF6K5zW3xad3MP,Taylor Swift,22 (Taylors Version),[pop],0.64,0.70,0.03,0.00,0.08,0.64,103.98
385,2021,6lzc0Al0zfZOIFsFvBS1ki,Taylor Swift,State Of Grace (Taylors Version),[pop],0.59,0.71,0.05,0.00,0.11,0.33,129.96
386,2021,6dmXZ9B5HdFAyzHeTneYBK,ROSALÍA  The Weeknd,LA FAMA,[R&B],0.77,0.30,0.05,0.95,0.13,0.82,136.01
387,2021,1diS6nkxMQc3wwC4G1j0bh,Dua Lipa,Were Good,[pop],0.72,0.59,0.05,0.03,0.18,0.59,134.01
388,2021,7DF8lvLdV3htIbuTWpc7lR,Juice WRLD  SUGA  BTS,Girl Of My Dreams (with SUGA of BTS),[hip hop],0.60,0.77,0.06,0.19,0.13,0.33,139.99
389,2021,07MDkzWARZaLEdKxo6yArG,THE ANXIETY  WILLOW  Tyler Cole,Meet Me At Our Spot,[indie pop],0.77,0.47,0.03,0.02,0.09,0.40,95.00
390,2021,4IQkfUsrwXol38VV3U7t7T,Taylor Swift  Ed Sheeran,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),[pop],0.61,0.49,0.03,0.82,0.31,0.44,125.04
391,2021,2TE4xW3ImvpltVU0cPcKUn,Shakin Stevens,Merry Christmas Everyone,[pop],0.53,0.90,0.04,0.13,0.13,0.96,202.90
392,2021,6sBWmE23q6xQHlnEZ8jYPT,Elton John,Step Into Christmas,[rock],0.53,0.93,0.04,0.10,0.31,0.82,140.31
393,2021,71R8HJxQk5qMiRstrlXN9t,Rauw Alejandro  Mr. Naisgai,2/Catorce,[latin],0.54,0.46,0.22,0.68,0.12,0.43,83.88
394,2021,6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,[pop],0.55,0.82,0.05,0.12,0.34,0.56,95.39
395,2021,4bF2y8rR7GUjrd5LNEvej3,Ingratax,París,[latin],0.57,0.46,0.10,0.44,0.07,0.40,167.93
396,2021,0E4Y1XIbs8GrAT1YqVy6dq,Ed Sheeran,Afterglow,[pop],0.64,0.32,0.03,0.70,0.33,0.27,110.18
397,2021,3QFInJAm9eyaho5vBzxInN,Baby Keem  Kendrick Lamar,family ties (with Kendrick Lamar),[hip hop],0.71,0.61,0.33,0.01,0.23,0.14,134.09
398,2021,57ZUX6TNyKLBydAdVVd02x,J. Cole,p u n c h i n ‘ . t h e . c l o c k,[hip hop],0.77,0.74,0.38,0.20,0.17,0.69,94.10
399,2021,0247StOpd3AkeBQzANX4Zf,Band Aid,Do They Know Its Christmas? - 1984 Version,[pop],0.60,0.64,0.04,0.16,0.10,0.35,115.41
400,2021,1SOClUWhOi8vHZYMz3GluK,Jaymes Young,Infinity,[indie pop],0.67,0.67,0.04,0.15,0.30,0.49,121.96
401,2020,3Wrjm47oTz2sjIgck11l5e,Maneskin,Beggin,[rock],0.71,0.80,0.05,0.13,0.36,0.59,134.00
402,2020,5HCyWlXZPP0y6Gqq8TgA20,The Kid LAROI,STAY (with Justin Bieber),[pop],0.59,0.76,0.05,0.04,0.10,0.48,169.93
403,2020,4ZtFanR9U6ndgddUvNcjcG,Olivia Rodrigo,good 4 u,[pop],0.56,0.66,0.15,0.34,0.08,0.69,166.93
404,2020,6PQ88X9TkUIAUIZJHW2upE,Ed Sheeran,Bad Habits,[pop],0.81,0.90,0.03,0.05,0.36,0.59,126.03
405,2020,27NovPIUIRrOZoCHxABJwK,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),[hip hop],0.74,0.70,0.06,0.02,0.05,0.89,150.00
406,2020,67BtfxlNbhBmCDR2L2l8qd,Lil Nas X,MONTERO (Call Me By Your Name),[hip hop],0.61,0.51,0.15,0.30,0.38,0.76,178.82
407,2020,748mdHapucXQri7IAO8yFK,Doja Cat,Kiss Me More (feat. SZA),[pop],0.76,0.70,0.03,0.24,0.12,0.74,110.97
408,2020,4umIPjkehX1r7uhmGvXiSV,Justin Bieber  Quavo,Intentions,[pop],0.81,0.55,0.06,0.30,0.10,0.87,147.99
409,2020,4fSIb4hdOQ151TILNsSEaF,Rauw Alejandro,Todo De Ti,[pop],0.78,0.72,0.05,0.31,0.09,0.34,127.95
410,2020,2JPLbjOn0wPCngEot2STUS,Bad Bunny,Yonaguni,[latin],0.64,0.65,0.12,0.28,0.14,0.44,179.95
411,2020,4pt5fDVTg5GhEvEtlz9dKk,Maneskin,I WANNA BE YOUR SLAVE,[rock],0.75,0.61,0.04,0.00,0.18,0.96,132.51
412,2020,463CkQjx2Zk1yXoBuierM9,Dua Lipa,Levitating (feat. DaBaby),[pop],0.70,0.83,0.06,0.01,0.07,0.92,102.98
413,2020,0bYg9bo50gSsH3LtXe2SQn,Mariah Carey,All I Want for Christmas Is You,[pop],0.34,0.63,0.04,0.16,0.07,0.35,150.27
414,2020,6hf0RpxTbOprT5nnwzkk8e,J Balvin  Maria Becerra,Que Mas Pues?,[latin],0.89,0.82,0.11,0.03,0.17,0.77,101.97
415,2020,0LThjFY2iTtNdd4wviwVV2,BTS,Permission to Dance,[k-pop],0.70,0.74,0.04,0.01,0.34,0.65,124.93
416,2020,2FRnf9qhLbvw8fu4IBXx78,Wham!,Last Christmas,[pop],0.74,0.48,0.03,0.19,0.36,0.95,107.68
417,2020,4iJyoBOLtHqaGxP12qzhQI,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),[ pop],0.68,0.70,0.12,0.32,0.42,0.46,90.03
418,2020,2bgTY4UwhfBYhGT4HUYStN,BTS,Butter,[k-pop],0.76,0.46,0.09,0.00,0.09,0.70,110.00
419,2020,5CZ40GBx1sQ9agT82CLQCT,Olivia Rodrigo,traitor,[pop],0.38,0.34,0.03,0.69,0.12,0.08,100.61
420,2020,6HU7h9RYOaPRFeh0R3UeAr,Olivia Rodrigo,deja vu,[pop],0.44,0.61,0.11,0.58,0.37,0.18,180.92
421,2020,37BZB0z9T8Xu7U3e65qxFy,The Weeknd,Save Your Tears (with Ariana Grande) (Remix),[R&B],0.65,0.83,0.03,0.02,0.09,0.59,118.09
422,2020,05bfbizlM5AX6Mf1RRyMho,Nio Garcia  J Balvin  Bad Bunny,AM Remix,[latin],0.74,0.66,0.16,0.11,0.08,0.79,172.03
423,2020,3Vi5XqYrmQgOYBajMWSvCi,Doja Cat,Need To Know,[ pop],0.66,0.61,0.07,0.30,0.09,0.19,130.04
424,2020,0lizgQ7Qw35od7CYaoMBZb,Ariana Grande,Santa Tell Me,[pop],0.53,0.62,0.12,0.05,0.29,0.59,191.90
425,2020,2EjXfH91m7f8HiJN1yQg97,Brenda Lee,Rockin Around The Christmas Tree,[rock],0.59,0.47,0.05,0.61,0.51,0.90,67.20
426,2020,0G2zPzWqVjR68iNPmx2TBe,Mora  Bad Bunny  Sech,Volando - Remix,[latin],0.66,0.69,0.07,0.21,0.11,0.63,153.98
427,2020,7vQbuQcyTflfCIOu3Uzzya,Bobby Helms,Jingle Bell Rock,[pop],0.75,0.42,0.04,0.64,0.07,0.81,119.71
428,2020,73YUReisjb3A9ActdLLjJQ,Taylor Swift,happiness,[pop],0.56,0.33,0.04,0.87,0.11,0.21,122.08
429,2020,5lAnYvAIkSDNXqfo7DyFUm,Doja Cat,Aint Shit,[pop],0.86,0.49,0.21,0.51,0.35,0.62,124.10
430,2020,1d7q712nXjG98HiwHk7HFS,J. Cole,a p p l y i n g . p r e s s u r e,[hip hop],0.70,0.76,0.31,0.08,0.31,0.40,83.09
431,2020,5wANPM4fQCJwkGd4rN57mH,Olivia Rodrigo,drivers license,[pop],0.56,0.43,0.06,0.77,0.11,0.14,143.88
432,2020,5a1iz510sv2W9Dt1MvFd5R,Michael Buble,Its Beginning to Look a Lot like Christmas,[pop],0.34,0.21,0.04,0.91,0.34,0.36,94.78
433,2020,4n6NDfYake476trCjJRNl0,J. Cole,1 0 0 . m i l  (with Bas),[hip hop],0.71,0.65,0.08,0.33,0.31,0.23,125.09
434,2020,0XkmeG97T4mtYlWRJcrxec,StaySolidRocky  Lil Uzi Vert,Party Girl (Remix),[hip hop],0.75,0.38,0.20,0.53,0.18,0.59,130.00
435,2020,3USxtqRwSYz57Ewm6wWRMp,Glass Animals,Heat Waves,[ indie pop],0.76,0.53,0.09,0.44,0.09,0.53,80.87
436,2020,0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,[R&B],0.51,0.73,0.06,0.00,0.09,0.33,171.01
437,2020,2tGvwE8GcFKwNdAXMnlbfl,Olivia Rodrigo,happier,[pop],0.40,0.44,0.13,0.77,0.08,0.34,168.92
438,2020,5fwSHlTEWpluwOM0Sxnh5k,Farruko,Pepas,[latin],0.76,0.77,0.03,0.01,0.13,0.44,130.00
439,2020,5hslUAKq9I9CG2bAulFkHN,Andy Williams,Its the Most Wonderful Time of the Year,[pop],0.24,0.60,0.04,0.77,0.12,0.78,201.63
440,2020,19CSr8rwW05VJL2F91KFNK,Taylor Swift,ivy,[pop],0.52,0.55,0.04,0.86,0.09,0.54,888.56
441,2020,670fUmXf4KQekzbEgaXyPA,Taylor Swift,dorothea,[pop],0.61,0.49,0.03,0.70,0.13,0.35,119.97
442,2020,3k7ne7VmH43ZPWxPdvPUgR,Taylor Swift,coney island (feat. The National),[pop],0.54,0.54,0.06,0.82,0.14,0.29,107.90
443,2020,40uMIn2zJLAQhNXghRjBed,Post Malone,Motley Crew,[hip hop],0.80,0.63,0.08,0.09,0.10,0.29,129.92
444,2020,4cG7HUWYHBV6R6tHn1gxrl,Riton  Nightcrawlers,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,[Dance/Electronic],0.82,0.86,0.13,0.01,0.30,0.80,122.98
445,2020,3Ofmpyhv5UAQ70mENzB277,Masked Wolf,Astronaut In The Ocean,[hip hop],0.78,0.70,0.09,0.18,0.15,0.47,150.00
446,2020,57ZUX6TNyKLBydAdVVd02x,J. Cole,p u n c h i n  . t h e . c l o c k,[hip hop],0.77,0.74,0.38,0.20,0.17,0.69,94.10
447,2020,7MAibcTli4IisCtbHKrGMh,Bruno Mars  Anderson .Paak  Silk Sonic,Leave The Door Open,[pop],0.59,0.62,0.03,0.18,0.09,0.72,148.09
448,2020,3O5osWf1rSoKMwe6E9ZaXP,Taylor Swift,evermore (feat. Bon Iver),[pop],0.39,0.27,0.03,0.94,0.11,0.32,125.18
449,2020,2o2sgVJIgFXk8GQjWTgI6U,Taylor Swift,long story short,[pop],0.55,0.73,0.04,0.66,0.10,0.57,157.90
450,2020,1058fW9H3fZA6QjYCdOBad,Camila Cabello,Dont Go Yet,[pop],0.67,0.80,0.10,0.05,0.04,0.61,110.11
451,2020,0tjZv2hChdHZCW1zFXpy1J,Bad Bunny,HOY COBRE,[latin],0.86,0.73,0.25,0.05,0.10,0.38,145.00
452,2020,5JCoSi02qi3jJeHdZXMmR8,Olivia Rodrigo,favorite crime,[pop],0.37,0.27,0.04,0.87,0.15,0.22,172.93
453,2020,1XjHRolIXL2M1EEOUsGGR4,Taylor Swift,cowboy like me,[pop],0.60,0.52,0.03,0.77,0.12,0.51,127.97
454,2020,0Lsis3LB0XAK6XlTHXaJk2,Bad Bunny,MALDITA POBREZA,[latin],0.76,0.86,0.07,0.14,0.10,0.59,133.04
455,2020,5lLNBIyjp72btcnrjBG751,J. Cole,t h e . c l i m b . b a c k,[hip hop],0.62,0.63,0.35,0.05,0.35,0.32,81.45
456,2020,2rCbl9naJYhaxjLsfx88uM,Sebastian Yatra  Myke Towers,Pareja Del Ano,[latin],0.72,0.62,0.05,0.16,0.09,0.81,80.02
457,2020,36DHxTW2xdr9GG15T9oK9L,Bad Bunny,EL MUNDO ES MÃO,[latin],0.72,0.52,0.06,0.17,0.11,0.22,76.99
458,2020,3YZE5qDV7u1ZD1gZc47ZeR,Kelly Clarkson,Underneath the Tree,[pop],0.51,0.81,0.05,0.00,0.21,0.69,159.88
459,2020,12ntTeqEeTg7GAVpe8Mhpl,Taylor Swift,marjorie,[pop],0.54,0.56,0.05,0.88,0.12,0.29,96.10
460,2020,5raTDhlbxFDnpn89bxArdH,Lil Uzi Vert,That Way,[hip hop],0.72,0.61,0.04,0.06,0.16,0.49,129.96
461,2020,6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,[pop],0.55,0.82,0.05,0.12,0.34,0.56,95.39
462,2020,29t9XYOV65fFXiVzFFJgHH,The Kid LAROI,NOT SOBER (feat. Polo G & Stunna Gambino),[pop],0.67,0.64,0.13,0.09,0.09,0.39,119.82
463,2020,0BiK5BbYNFLb88CCOxBFJe,Tyler  The Creator,LUMBERJACK,[hip hop],0.39,0.76,0.56,0.12,0.53,0.43,170.69
464,2020,43PGPuHIlVOc04jrZVh9L6,Polo G,RAPSTAR,[hip hop],0.79,0.54,0.24,0.41,0.13,0.44,81.04
465,2020,0oPdaY4dXtc3ZsaG17V972,Jose Feliciano,Feliz Navidad,[latin],0.51,0.83,0.04,0.55,0.34,0.96,148.84
466,2020,5BwQjRasNcdRPuVWKcHto2,J. Cole,h u n g e r . o n . h i l l s i d e (with Bas),[hip hop],0.56,0.70,0.07,0.13,0.21,0.29,94.98
467,2020,0k4d5YPDr1r7FX77VdqWez,Doja Cat  The Weeknd,You Right,[pop],0.83,0.62,0.06,0.02,0.08,0.44,128.99
468,2020,27RSJHEA99Y0Vsow7nA37A,Sech  Jhay Cortez,911 - Remix,[latin],0.82,0.71,0.04,0.17,0.29,0.78,93.02
469,2020,4MzXwWMhyBbmu6hOcLVD49,Bad Bunny  Jhay Cortez,DÃKITI,[latin],0.73,0.57,0.05,0.40,0.11,0.15,109.93
470,2020,0cOa970mzTWAxKtltpkpLc,TINI  Maria Becerra,Mienteme,[latin],0.85,0.54,0.07,0.16,0.29,0.92,92.00
471,2020,5fbHRCsGpFIOLRtlhCRFDR,Tyler  The Creator,LEMONHEAD (feat. 42 Dugg),[hip hop],0.62,0.59,0.21,0.16,0.54,0.49,137.13
472,2020,02kDW379Yfd5PzW5A6vuGt,Internet Money  Gunna  Don Toliver  NAV,Lemonade,[hip hop],0.80,0.66,0.08,0.26,0.11,0.47,140.04
473,2020,7kjEqI6eZ7YlFrGhxixnlN,Bad Bunny,ANTES QUE SE ACABE,[latin],0.69,0.55,0.06,0.51,0.32,0.47,139.99
474,2020,0MMyJUC3WNnFS1lit5pTjk,Olivia Rodrigo,jealousy  jealousy,[pop],0.70,0.58,0.12,0.20,0.06,0.70,163.93
475,2020,1WedZeiezCmCEOzLwhx0hV,J Balvin  KAROL G  Nicky Jam  Crissin  Totoy El Frio  Natan & Shander,Poblado - Remix,[latin],0.81,0.81,0.08,0.10,0.38,0.65,93.01
476,2020,35rdVq36LMHQX0Suw9a6tK,Taylor Swift,closure,[pop],0.69,0.70,0.25,0.84,0.13,0.92,151.88
477,2020,4saklk6nie3yiGePpBwUoc,BTS,Dynamite,[pop],0.75,0.77,0.10,0.01,0.09,0.74,114.04
478,2020,5jZ32WOU7sqzDYbzINwMUk,Bad Bunny  ABRA,SORRY PAPI,[latin],0.61,0.56,0.09,0.06,0.15,0.39,191.91
479,2020,3KJ3opyV29269SXkPrc19l,Bad Bunny,120,[latin],0.64,0.66,0.07,0.45,0.29,0.44,171.92
480,2020,2IKJtXeR5UsaUjZB46fTOK,Ariana Grande,six thirty,[pop],0.74,0.52,0.05,0.67,0.15,0.43,120.11
481,2020,2uFaJJtFpPDc5Pa95XzTvg,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,[pop],0.45,0.24,0.04,0.91,0.18,0.70,134.01
482,2020,7ccTcabbJlCJiIqtrSSwBk,Eminem,Premonition - Intro,[hip hop],0.85,0.64,0.37,0.03,0.38,0.51,165.98
483,2020,4kKdvXD0ez7jp1296JmAts,Frank Sinatra,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),[pop],0.65,0.26,0.06,0.90,0.36,0.84,142.17
484,2020,6f3Slt0GbA2bPZlz0aIFXN,Tiesto,The Business,[Dance/Electronic],0.80,0.62,0.23,0.41,0.11,0.24,120.03
485,2020,09WAnxdBuebQopKhJT3oZS,Bad Bunny,TRELLAS,[latin],0.43,0.41,0.03,0.20,0.32,0.05,90.87
486,2020,1D3z6HTiQsNmZxjl7F7eoG,J. Cole,c l o s e,[hip hop],0.60,0.59,0.14,0.06,0.21,0.08,140.02
487,2020,7xapw9Oy21WpfEcib2ErSA,Justin Bieber,Mistletoe,[pop],0.66,0.56,0.05,0.50,0.08,0.85,161.99
488,2020,1xzUQMiCoY5pdego0pHMeV,Kid Cudi,She Knows This,[hip hop],0.39,0.72,0.09,0.16,0.39,0.31,165.95
489,2020,5fHrHoJKfCgBd35zwIBmUK,Future  Drake  Young Thug,D4L,[hip hop],0.72,0.71,0.06,0.01,0.35,0.82,170.00
490,2020,6pVW5LRWgeLaHudxauOTJU,Daryl Hall & John Oates,Jingle Bell Rock - Daryls Version,[rock],0.67,0.84,0.03,0.61,0.11,0.84,128.71
491,2020,0QtJZpyfZF67QF32p41NXa,Queen,Thank God Its Christmas - Non-Album Single,[pop],0.57,0.48,0.03,0.07,0.36,0.32,107.76
492,2020,5ASM6Qjiav2xPe7gRkQMsQ,The Ronettes,Sleigh Ride,[pop],0.53,0.77,0.03,0.40,0.32,0.85,91.75
493,2020,1jDbQz6tr52WgScCTXMnaN,Lil Uzi Vert,POP,[hip hop],0.74,0.60,0.42,0.01,0.79,0.28,139.89
494,2020,0247StOpd3AkeBQzANX4Zf,Band Aid,Do They Know Its Christmas? - 1984 Version,[pop],0.60,0.64,0.04,0.16,0.10,0.35,115.41
495,2020,4QVdnpSO5JGMFOEl6ys4RQ,Coldplay,Christmas Lights,[pop],0.30,0.50,0.03,0.21,0.86,0.22,132.06
496,2020,25B5fGr9K0VdZJiRFsnMO4,Lil Uzi Vert,Celebration Station,[hip hop],0.75,0.77,0.15,0.10,0.14,0.79,142.09
497,2020,41A89rj3GoMG6ktN37L7PG,Lady Gaga,Alice,[pop],0.72,0.88,0.04,0.00,0.06,0.32,123.04
498,2020,5K6Ssv4Z3zRvxt0P6EKUAP,Galantis,Heartbreak Anthem (with David Guetta & Little Mix),[Dance/Electronic],0.60,0.78,0.10,0.22,0.06,0.48,124.11
499,2020,4jPy3l0RUwlUI9T5XHBW2m,24kGoldn,Mood (feat. iann dior),[hip hop],0.70,0.72,0.04,0.17,0.32,0.73,91.01
500,2020,6w8yBI2vthyN9UnwO4UBWb,Tiago PZK  LIT killah,Entre Nosotros,[latin],0.73,0.51,0.05,0.49,0.14,0.79,170.06
501,2020,3R8CyhJfVjvgIROd5RSGhQ,Mac Miller,I Can See,[hip hop],0.70,0.50,0.09,0.39,0.10,0.05,114.86
502,2020,40U8d12pC5UHqmHwXjHjjl,The Weeknd,Repeat After Me (Interlude),[ r&b],0.56,0.62,0.03,0.03,0.09,0.14,95.03
503,2020,43qcs9NpJhDxtG91zxFkj7,Wisin  Jhay Cortez  Anuel AA  Los Legendarios  Myke Towers,Fiel - Remix,[latin],0.84,0.71,0.05,0.40,0.12,0.57,97.99
504,2020,27UcQ6dAvQrgH9C880rCM3,Justin Bieber,Love You Different (feat. BEAM),[pop],0.76,0.58,0.06,0.07,0.16,0.37,127.14
505,2020,3op7HNwLli54MBjFGzIlZO,BTS,Louder than bombs,[k-pop],0.64,0.67,0.15,0.04,0.09,0.49,146.00
506,2020,1aKuG1GG76xPLUkjBbQo3W,BTS,UGH!,[k-pop],0.72,0.82,0.13,0.04,0.05,0.33,166.00
507,2020,2oHDJHNondITqbl8xZ9vPn,Lil Uzi Vert,Bigger Than Life,[hip hop],0.78,0.75,0.19,0.33,0.33,0.72,140.01
508,2020,5H4mXWKcicuLKDn4Jy0sK7,Drake,Time Flies,[hip hop],0.86,0.48,0.22,0.20,0.18,0.50,86.46
509,2020,3JJL91ilRV6fXhKqu0FGXs,Tyler  The Creator,HOT WIND BLOWS (feat. Lil Wayne),[hip hop],0.37,0.75,0.40,0.60,0.48,0.73,173.46
510,2020,1SV1fxF65n9NhRHp3KlBuu,Paul McCartney,Wonderful Christmastime - Edited Version / Remastered 2011,[rock],0.77,0.51,0.03,0.32,0.07,0.77,94.74
511,2020,1qrpoAMXodY6895hGKoUpA,Taylor Swift,You Belong With Me (Taylorâ€™s Version),[pop],0.63,0.77,0.03,0.06,0.09,0.47,130.03
512,2020,5PuKlCjfEVIXl0ZBp5ZW9g,Michael Buble,Holly Jolly Christmas,[pop],0.65,0.47,0.04,0.87,0.09,0.70,151.25
513,2020,7BoobGhD4x5K96Me0hqC8Q,Bella Poarch,Build a Bitch,[pop],0.86,0.46,0.04,0.22,0.35,0.87,102.93
514,2020,3BYIzNZ3t9lRQCACXSMLrT,Lil Uzi Vert,Venetia,[hip hop],0.78,0.76,0.18,0.16,0.15,0.56,142.93
515,2020,03LfOYi0icz4souspZVVhq,Bizarrap  Nicky Jam,Nicky Jam: Bzrp Music Sessions  Vol. 41,[latin],0.63,0.85,0.15,0.09,0.15,0.82,89.91
516,2020,4OwhwvKESFtuu06dTgct7i,Marc Segua  Rauw Alejandro  Pol Granch,Tiroteo - Remix,[latin],0.75,0.52,0.03,0.28,0.07,0.60,110.43
517,2020,77sMIMlNaSURUAXq5coCxE,Taylor Swift,Fearless (Taylorâ€™s Version),[pop],0.57,0.74,0.03,0.01,0.33,0.43,100.12
